engine_used,genre_labels,aggregated_rating,release_year,rating_count
BigWorld, Arcade,72.9090909090909,2011.0,191
Crystal Tools,RPG,85.33333333333333,2013.0,194
Telltale Tool,Point-and-click,71.25,2018.0,199
Telltale Tool, Adventure,71.25,2018.0,199
Unreal Engine,Shooter,68.875,2017.0,196
Unreal Engine,RPG,68.875,2017.0,196
Unreal Engine, Simulator,68.875,2017.0,196
Unreal Engine, Adventure,68.875,2017.0,196
Unreal Engine, Indie,68.875,2017.0,196
Visceral Engine,Hack and slash/Beat 'em up,74.42857142857143,2010.0,199
Visceral Engine, Adventure,74.42857142857143,2010.0,199
Impact Engine,Simulator,85.06666666666666,2012.0,193
Impact Engine, Sport,85.06666666666666,2012.0,193
HeroEngine,RPG,85.0,2011.0,195
RenderWare,Platform,61.66666666666666,2003.0,202
RenderWare, Adventure,61.66666666666666,2003.0,202
GoldSrc,Shooter,66.33333333333333,2004.0,202
Aurora Engine,RPG,74.0,2002.0,203
Aurora Engine, Adventure,74.0,2002.0,203
Unity,Shooter,77.5,2018.0,196
Unity,RPG,77.5,2018.0,196
Unity, Adventure,77.5,2018.0,196
Unity, Indie,77.5,2018.0,196
Havok,RPG,83.7,2011.0,191
Havok, Adventure,83.7,2011.0,191
Source,Fighting,76.5,2006.0,199
Source,RPG,76.5,2006.0,199
REDengine,RPG,88.2,2012.0,196
REDengine, Adventure,88.2,2012.0,196
Blam! Engine,Shooter,80.0,2011.0,194
SAGE,Real Time Strategy (RTS),75.0,2008.0,193
SAGE, Simulator,75.0,2008.0,193
SAGE, Strategy,75.0,2008.0,193
id Tech 4,Shooter,74.5,2005.0,194
AnvilNext,Shooter,72.36363636363636,2019.0,187
AnvilNext, Adventure,72.36363636363636,2019.0,187
Ego Engine,Racing,85.85714285714286,2011.0,188
Ego Engine, Sport,85.85714285714286,2011.0,188
Unreal Engine 3,Adventure,77.88235294117646,2017.0,178
Unreal Engine 3, Indie,77.88235294117646,2017.0,178
Road Hog Engine,Shooter,70.625,2013.0,189
Road Hog Engine, Puzzle,70.625,2013.0,189
Road Hog Engine, Adventure,70.625,2013.0,189
Unity,Point-and-click,78.75,2021.0,186
Unity, Puzzle,78.75,2021.0,186
Unity, Adventure,78.75,2021.0,186
Unity, Indie,78.75,2021.0,186
AnvilNext,Adventure,75.0,2013.0,194
Genie Engine,Real Time Strategy (RTS),50.0,2013.0,196
Genie Engine, Strategy,50.0,2013.0,196
Unity,Platform,72.76923076923077,2016.0,182
Unity, Puzzle,72.76923076923077,2016.0,182
Unity, Simulator,72.76923076923077,2016.0,182
Unity, Adventure,72.76923076923077,2016.0,182
Unity, Indie,72.76923076923077,2016.0,182
RenderWare,Racing,93.0,2004.0,191
Zouna,RPG,85.5,2022.0,186
Zouna, Adventure,85.5,2022.0,186
Unreal Engine,Shooter,70.23076923076923,2013.0,179
Unreal Engine, Hack and slash/Beat 'em up,70.23076923076923,2013.0,179
Unreal Engine, Adventure,70.23076923076923,2013.0,179
Void Engine,Puzzle,81.9090909090909,2017.0,180
Void Engine,RPG,81.9090909090909,2017.0,180
Void Engine, Adventure,81.9090909090909,2017.0,180
MT Framework,Shooter,72.88,2015.0,181
MT Framework, Adventure,72.88,2015.0,181
Kinetica,Shooter,90.0,2003.0,192
Kinetica, Platform,90.0,2003.0,192
Kinetica, Adventure,90.0,2003.0,192
Unreal Engine 2.5,Shooter,88.0,2004.0,191
Unity,RPG,90.0,2022.0,191
Unity, Adventure,90.0,2022.0,191
Unity, Indie,90.0,2022.0,191
Despair,Shooter,75.8,2011.0,184
Despair, Adventure,75.8,2011.0,184
MT Framework,Hack and slash/Beat 'em up,82.4,2006.0,184
MT Framework, Adventure,82.4,2006.0,184
Unreal Engine,Platform,82.66666666666667,2013.0,185
Unreal Engine, Puzzle,82.66666666666667,2013.0,185
Unreal Engine, Adventure,82.66666666666667,2013.0,185
Unreal Engine, Indie,82.66666666666667,2013.0,185
Unity,Puzzle,80.3076923076923,2018.0,176
Unity, Adventure,80.3076923076923,2018.0,176
Unity, Indie,80.3076923076923,2018.0,176
Unreal Engine,Shooter,74.33333333333333,2011.0,178
Void Engine,Shooter,89.7,2021.0,178
Void Engine, Adventure,89.7,2021.0,178
Unity,Shooter,79.0,2016.0,167
Unity, Hack and slash/Beat 'em up,79.0,2016.0,167
Unity, Adventure,79.0,2016.0,167
Unity, Indie,79.0,2016.0,167
Unity,Point-and-click,85.0,2012.0,188
Unity, Puzzle,85.0,2012.0,188
Unity, Indie,85.0,2012.0,188
Stingray Engine,Shooter,86.8,2024.0,183
Stingray Engine, Tactical,86.8,2024.0,183
Apex,Shooter,68.63636363636364,2019.0,172
Apex, Racing,68.63636363636364,2019.0,172
Apex,RPG,68.63636363636364,2019.0,172
Apex, Adventure,68.63636363636364,2019.0,172
SpeedTree,RPG,61.66666666666666,2006.0,185
SpeedTree, Adventure,61.66666666666666,2006.0,185
 Genome,RPG,61.66666666666666,2006.0,185
 Genome, Adventure,61.66666666666666,2006.0,185
 PhysX,RPG,61.66666666666666,2006.0,185
 PhysX, Adventure,61.66666666666666,2006.0,185
TW Engine 3,Real Time Strategy (RTS),88.0,2011.0,181
TW Engine 3, Simulator,88.0,2011.0,181
TW Engine 3, Strategy,88.0,2011.0,181
TW Engine 3, Turn-based strategy (TBS),88.0,2011.0,181
TW Engine 3, Tactical,88.0,2011.0,181
Gamebryo,Adventure,80.0,2008.0,181
RenderWare,Shooter,71.66666666666667,2003.0,184
RenderWare, Tactical,71.66666666666667,2003.0,184
Proprietary Engine,Simulator,81.07692307692308,2015.0,173
Proprietary Engine, Strategy,81.07692307692308,2015.0,173
Proprietary Engine, Adventure,81.07692307692308,2015.0,173
Proprietary Engine, Indie,81.07692307692308,2015.0,173
RenderWare,Platform,90.0,1999.0,187
RenderWare, Adventure,90.0,1999.0,187
Snowdrop,Puzzle,83.36842105263158,2017.0,165
Snowdrop,RPG,83.36842105263158,2017.0,165
Snowdrop, Strategy,83.36842105263158,2017.0,165
Snowdrop, Tactical,83.36842105263158,2017.0,165
Snowdrop, Adventure,83.36842105263158,2017.0,165
RenderWare,Racing,73.33333333333333,2006.0,183
RenderWare, Adventure,73.33333333333333,2006.0,183
TW Engine 3,Real Time Strategy (RTS),71.9090909090909,2013.0,171
TW Engine 3,RPG,71.9090909090909,2013.0,171
TW Engine 3, Strategy,71.9090909090909,2013.0,171
TW Engine 3, Turn-based strategy (TBS),71.9090909090909,2013.0,171
Unreal Engine,Platform,82.45454545454545,2019.0,172
Unreal Engine,RPG,82.45454545454545,2019.0,172
Unreal Engine, Adventure,82.45454545454545,2019.0,172
Dagor Engine,Shooter,64.66666666666667,2013.0,179
Dagor Engine, Simulator,64.66666666666667,2013.0,179
Dagor Engine, Tactical,64.66666666666667,2013.0,179
Unity,Puzzle,89.66666666666667,2014.0,179
Unity, Adventure,89.66666666666667,2014.0,179
Gamebryo,RPG,84.33333333333333,2005.0,178
Gamebryo, Adventure,84.33333333333333,2005.0,178
Unity,Simulator,86.57142857142857,2015.0,173
Unity, Indie,86.57142857142857,2015.0,173
Unity,Shooter,77.66666666666667,2017.0,177
Unity, Simulator,77.66666666666667,2017.0,177
Unity, Strategy,77.66666666666667,2017.0,177
Unity, Adventure,77.66666666666667,2017.0,177
Unity, Indie,77.66666666666667,2017.0,177
Telltale Tool,Point-and-click,68.33333333333333,2016.0,175
Telltale Tool, Adventure,68.33333333333333,2016.0,175
Moai,Point-and-click,76.53846153846153,2014.0,166
Moai, Puzzle,76.53846153846153,2014.0,166
Moai, Adventure,76.53846153846153,2014.0,166
Moai, Indie,76.53846153846153,2014.0,166
Microsoft XNA,RPG,69.5,2011.0,177
Microsoft XNA, Strategy,69.5,2011.0,177
Microsoft XNA, Adventure,69.5,2011.0,177
Microsoft XNA, Indie,69.5,2011.0,177
Virtual Theatre,Point-and-click,75.0,1996.0,177
Virtual Theatre, Puzzle,75.0,1996.0,177
Virtual Theatre, Adventure,75.0,1996.0,177
id Tech 4,Shooter,76.75,2006.0,174
id Tech 4, Puzzle,76.75,2006.0,174
Eclipse Engine,RPG,85.33333333333333,2010.0,176
Eclipse Engine, Strategy,85.33333333333333,2010.0,176
Insomniac Engine v.4.0,Hack and slash/Beat 'em up,78.2,2020.0,167
Insomniac Engine v.4.0, Adventure,78.2,2020.0,167
Unreal Engine 4,Shooter,81.83333333333333,2020.0,172
Unreal Engine 4, Adventure,81.83333333333333,2020.0,172
Unreal Engine 4, Indie,81.83333333333333,2020.0,172
X-ray Engine,Shooter,82.33333333333333,2008.0,175
X-ray Engine,RPG,82.33333333333333,2008.0,175
Chrome Engine,Shooter,78.57142857142857,2009.0,169
Chrome Engine, Adventure,78.57142857142857,2009.0,169
Asura,Shooter,76.21052631578948,2017.0,155
Asura, Tactical,76.21052631578948,2017.0,155
Asura, Adventure,76.21052631578948,2017.0,155
Unreal Engine,RPG,78.0,2014.0,172
Unreal Engine, Strategy,78.0,2014.0,172
Unreal Engine, Adventure,78.0,2014.0,172
Unreal Engine, MOBA,78.0,2014.0,172
Gamebryo,Platform,79.71428571428571,2011.0,167
Gamebryo, Puzzle,79.71428571428571,2011.0,167
Gamebryo, Adventure,79.71428571428571,2011.0,167
Frostbite 3,Racing,69.8,2019.0,166
Frostbite 3, Sport,69.8,2019.0,166
Frostbite 3, Adventure,69.8,2019.0,166
IW Engine 3.0,Shooter,83.29411764705883,2018.0,156
Decima,Shooter,92.5,2017.0,175
Decima,RPG,92.5,2017.0,175
Decima, Adventure,92.5,2017.0,175
CryEngine,Adventure,78.81818181818181,2015.0,163
Unity,Shooter,87.33333333333333,2019.0,170
Unity, Adventure,87.33333333333333,2019.0,170
Unity, Indie,87.33333333333333,2019.0,170
COBRA,Shooter,81.95238095238095,2014.0,154
COBRA,RPG,81.95238095238095,2014.0,154
COBRA, Simulator,81.95238095238095,2014.0,154
COBRA, Strategy,81.95238095238095,2014.0,154
COBRA, Adventure,81.95238095238095,2014.0,154
Unreal Engine 4,Shooter,82.0,2020.0,164
Unreal Engine 4, Platform,82.0,2020.0,164
Unreal Engine 4, Adventure,82.0,2020.0,164
MT Framework,Shooter,70.27777777777777,2016.0,155
MT Framework, Adventure,70.27777777777777,2016.0,155
MonoGame,Platform,88.0,2013.0,165
MonoGame, Puzzle,88.0,2013.0,165
MonoGame, Strategy,88.0,2013.0,165
MonoGame, Adventure,88.0,2013.0,165
MonoGame, Indie,88.0,2013.0,165
Unity,Platform,76.375,2012.0,166
Unity, Puzzle,76.375,2012.0,166
Unity, Adventure,76.375,2012.0,166
Unity, Indie,76.375,2012.0,166
Kinetica,Shooter,70.0,2004.0,172
Kinetica, Platform,70.0,2004.0,172
Kinetica, Adventure,70.0,2004.0,172
Unreal Engine,Shooter,82.0,2007.0,169
SAGE,Real Time Strategy (RTS),84.5,2007.0,170
SAGE, Simulator,84.5,2007.0,170
SAGE, Strategy,84.5,2007.0,170
Unreal Engine 4,RPG,85.5,2023.0,160
Unity,Real Time Strategy (RTS),86.72727272727273,2016.0,161
Unity, Simulator,86.72727272727273,2016.0,161
Unity, Strategy,86.72727272727273,2016.0,161
Unity, Tactical,86.72727272727273,2016.0,161
Unity, Indie,86.72727272727273,2016.0,161
Asura,Shooter,67.91666666666667,2014.0,161
Asura, Simulator,67.91666666666667,2014.0,161
Asura, Tactical,67.91666666666667,2014.0,161
Asura, Adventure,67.91666666666667,2014.0,161
RUDE,Shooter,80.0,2004.0,172
RUDE, Platform,80.0,2004.0,172
RUDE, Puzzle,80.0,2004.0,172
RUDE, Adventure,80.0,2004.0,172
Unreal Engine 2.5,Shooter,79.25,2006.0,168
Unreal Engine 2.5, Tactical,79.25,2006.0,168
AnvilNext,Strategy,69.16666666666667,2012.0,165
AnvilNext, Hack and slash/Beat 'em up,69.16666666666667,2012.0,165
AnvilNext, Adventure,69.16666666666667,2012.0,165
Taito Type X,Fighting,89.77777777777777,2008.0,162
Dunia Engine,Shooter,81.81818181818181,2021.0,158
Dunia Engine, Adventure,81.81818181818181,2021.0,158
Unity,Shooter,73.44444444444444,2019.0,161
Unity, Platform,73.44444444444444,2019.0,161
Unity, Adventure,73.44444444444444,2019.0,161
Unity, Indie,73.44444444444444,2019.0,161
Unity, Arcade,73.44444444444444,2019.0,161
Octave Engine,Fighting,77.88888888888889,2007.0,161
Unreal Engine,Adventure,83.25,2022.0,159
PhyreEngine,Platform,80.9090909090909,2018.0,158
PhyreEngine, Puzzle,80.9090909090909,2018.0,158
PhyreEngine, Adventure,80.9090909090909,2018.0,158
PathEngine,RPG,81.25,2006.0,166
PathEngine, Hack and slash/Beat 'em up,81.25,2006.0,166
Unreal Engine,Fighting,71.78947368421052,2016.0,147
Unreal Engine, Arcade,71.78947368421052,2016.0,147
Unity,Platform,70.6,2014.0,160
Unity, Puzzle,70.6,2014.0,160
Unity, Adventure,70.6,2014.0,160
Unity, Indie,70.6,2014.0,160
id Tech 3,Shooter,78.33333333333333,2004.0,168
MT Framework,RPG,78.38095238095238,2013.0,145
MT Framework, Adventure,78.38095238095238,2013.0,145
Bluepoint Engine,RPG,92.33333333333331,2020.0,159
Bluepoint Engine, Adventure,92.33333333333331,2020.0,159
Unreal Engine 4,RPG,82.88888888888889,2021.0,157
Unreal Engine 4, Adventure,82.88888888888889,2021.0,157
Unreal Engine 4, Indie,82.88888888888889,2021.0,157
Source,Simulator,72.25,2012.0,165
Source, Adventure,72.25,2012.0,165
Source, Indie,72.25,2012.0,165
Northlight Engine,Shooter,92.6,2023.0,160
Northlight Engine, Adventure,92.6,2023.0,160
Unreal Engine,RPG,72.9090909090909,2019.0,152
Unreal Engine, Adventure,72.9090909090909,2019.0,152
Visionaire,Point-and-click,77.5,2012.0,166
Visionaire, Puzzle,77.5,2012.0,166
Visionaire, Adventure,77.5,2012.0,166
Visionaire, Indie,77.5,2012.0,166
Gamebryo,Shooter,92.0,2009.0,165
Gamebryo,RPG,92.0,2009.0,165
Gamebryo, Adventure,92.0,2009.0,165
Proprietary Engine,Shooter,85.25,2011.0,143
Proprietary Engine, Adventure,85.25,2011.0,143
Crystal Tools,Real Time Strategy (RTS),74.72727272727273,2011.0,152
Crystal Tools,RPG,74.72727272727273,2011.0,152
Crystal Tools, Adventure,74.72727272727273,2011.0,152
Unreal Engine,Fighting,80.0,2023.0,164
Unreal Engine, Shooter,80.0,2023.0,164
Unreal Engine, Platform,80.0,2023.0,164
Unreal Engine, Tactical,80.0,2023.0,164
Multimedia Fusion,Puzzle,80.0,2019.0,159
Multimedia Fusion, Strategy,80.0,2019.0,159
Multimedia Fusion, Indie,80.0,2019.0,159
Unity,Shooter,36.125,2024.0,156
Unity,RPG,36.125,2024.0,156
Unity, Simulator,36.125,2024.0,156
Unity, Strategy,36.125,2024.0,156
Unity, Adventure,36.125,2024.0,156
Unity, Indie,36.125,2024.0,156
ROMU,Racing,80.0,2004.0,163
ROMU, Simulator,80.0,2004.0,163
RAGE,Shooter,90.0,2010.0,158
RAGE, Adventure,90.0,2010.0,158
Unity,RPG,72.5,2013.0,153
Unity, Strategy,72.5,2013.0,153
Unity, Turn-based strategy (TBS),72.5,2013.0,153
Unity, Adventure,72.5,2013.0,153
Unity, Indie,72.5,2013.0,153
Ego Engine,Racing,80.58333333333333,2013.0,149
Ego Engine, Simulator,80.58333333333333,2013.0,149
Ego Engine, Sport,80.58333333333333,2013.0,149
Ego Engine, Arcade,80.58333333333333,2013.0,149
RenderWare,Platform,74.0,2004.0,157
RenderWare,RPG,74.0,2004.0,157
RenderWare, Adventure,74.0,2004.0,157
 Unreal Engine 2,Platform,74.0,2004.0,157
 Unreal Engine 2,RPG,74.0,2004.0,157
 Unreal Engine 2, Adventure,74.0,2004.0,157
Havok Physics,Shooter,78.4,2009.0,156
Havok Physics,RPG,78.4,2009.0,156
Havok Physics, Tactical,78.4,2009.0,156
Havok Physics, Adventure,78.4,2009.0,156
Silk Engine,RPG,70.63636363636364,2019.0,150
Silk Engine, Strategy,70.63636363636364,2019.0,150
Silk Engine, Adventure,70.63636363636364,2019.0,150
Mercury Steam Engine,Platform,83.54545454545455,2021.0,149
Mercury Steam Engine, Adventure,83.54545454545455,2021.0,149
Unreal Engine,Puzzle,74.71428571428571,2014.0,147
Unreal Engine, Adventure,74.71428571428571,2014.0,147
SCUMM,Point-and-click,87.0,1995.0,161
SCUMM, Puzzle,87.0,1995.0,161
SCUMM, Adventure,87.0,1995.0,161
Proprietary Engine,RPG,92.2,2021.0,149
Proprietary Engine, Adventure,92.2,2021.0,149
Unreal Engine 4,Shooter,71.5,2023.0,153
Unreal Engine 4,RPG,71.5,2023.0,153
Unreal Engine 4, Adventure,71.5,2023.0,153
Serious Engine,Shooter,70.83333333333333,2011.0,154
Serious Engine, Puzzle,70.83333333333333,2011.0,154
Serious Engine, Indie,70.83333333333333,2011.0,154
Unity,RPG,85.0,2018.0,157
Unity, Strategy,85.0,2018.0,157
Unity, Card & Board Game,85.0,2018.0,157
Mohawk,Point-and-click,54.75,1993.0,156
Mohawk, Puzzle,54.75,1993.0,156
Mohawk, Strategy,54.75,1993.0,156
Mohawk, Adventure,54.75,1993.0,156
Mohawk, Indie,54.75,1993.0,156
LithTech Jupiter EX,Shooter,73.83333333333333,2005.0,153
LithTech Jupiter EX, Puzzle,73.83333333333333,2005.0,153
LithTech Jupiter EX, Adventure,73.83333333333333,2005.0,153
Unity,RPG,90.83333333333331,2021.0,151
Unity, Adventure,90.83333333333331,2021.0,151
Unity, Indie,90.83333333333331,2021.0,151
Unity,Puzzle,86.25,2018.0,150
Unity,RPG,86.25,2018.0,150
Unity, Strategy,86.25,2018.0,150
Unity, Turn-based strategy (TBS),86.25,2018.0,150
Unity, Adventure,86.25,2018.0,150
Unity, Card & Board Game,86.25,2018.0,150
Unity,Puzzle,89.2,2022.0,153
Unity,RPG,89.2,2022.0,153
Unity, Adventure,89.2,2022.0,153
Unity, Indie,89.2,2022.0,153
Babel engine,Racing,62.0,2014.0,140
Babel engine, Adventure,62.0,2014.0,140
GlassBox,Simulator,60.07692307692308,2013.0,143
GlassBox, Strategy,60.07692307692308,2013.0,143
Havok Physics,Shooter,60.0,2006.0,155
Havok Physics, Racing,60.0,2006.0,155
Havok Physics, Adventure,60.0,2006.0,155
Serious Engine,Shooter,90.5,2002.0,156
Serious Engine, Indie,90.5,2002.0,156
Glacier 2,Shooter,85.25,2021.0,139
Glacier 2, Tactical,85.25,2021.0,139
Glacier 2, Adventure,85.25,2021.0,139
Serious Engine,Shooter,78.33333333333333,2005.0,152
Serious Engine, Indie,78.33333333333333,2005.0,152
Unreal Engine 3,Shooter,87.08333333333333,2021.0,142
Unreal Engine 3,RPG,87.08333333333333,2021.0,142
Unreal Engine 3, Strategy,87.08333333333333,2021.0,142
Unreal Engine 3, Adventure,87.08333333333333,2021.0,142
Unreal Engine 4,Adventure,76.71428571428571,2022.0,142
Unity,Shooter,0.0,2017.0,154
Unity,RPG,0.0,2017.0,154
Unity, Simulator,0.0,2017.0,154
Unity, Tactical,0.0,2017.0,154
Unity 2018,Point-and-click,82.14285714285714,2017.0,144
Unity 2018, Puzzle,82.14285714285714,2017.0,144
Unity 2018, Adventure,82.14285714285714,2017.0,144
Unity 2018, Indie,82.14285714285714,2017.0,144
Black Desert Engine,RPG,75.0,2014.0,150
Black Desert Engine, Hack and slash/Beat 'em up,75.0,2014.0,150
Black Desert Engine, Adventure,75.0,2014.0,150
Vicarious Visions Alchemy,RPG,72.14285714285714,2006.0,147
Vicarious Visions Alchemy, Adventure,72.14285714285714,2006.0,147
Dark Engine,Simulator,70.0,1998.0,155
Dark Engine, Adventure,70.0,1998.0,155
Frostbite,Sport,78.85714285714286,2019.0,145
Clausewitz Engine,Real Time Strategy (RTS),83.83333333333333,2016.0,148
Clausewitz Engine, Simulator,83.83333333333333,2016.0,148
Clausewitz Engine, Strategy,83.83333333333333,2016.0,148
Unreal Engine 4,Platform,87.11111111111111,2021.0,144
Unreal Engine 4, Adventure,87.11111111111111,2021.0,144
Unreal Engine 3,Shooter,80.76923076923077,2016.0,140
Treyarch NGL,Hack and slash/Beat 'em up,73.66666666666667,2005.0,148
Asura,Shooter,74.0,2010.0,150
Genie Engine,Real Time Strategy (RTS),77.66666666666667,2019.0,150
Genie Engine, Strategy,77.66666666666667,2019.0,150
Decima,Shooter,70.0,2013.0,139
Kinetica,Platform,82.5,2002.0,152
Kinetica, Adventure,82.5,2002.0,152
Custom built engine,Racing,86.66666666666667,2004.0,150
Custom built engine, Simulator,86.66666666666667,2004.0,150
Unity,Shooter,82.0,2017.0,145
Unity, Simulator,82.0,2017.0,145
Unity, Strategy,82.0,2017.0,145
Unity, Adventure,82.0,2017.0,145
Unity, Indie,82.0,2017.0,145
Shark 3D,Puzzle,62.0,2006.0,151
Shark 3D,RPG,62.0,2006.0,151
Shark 3D, Adventure,62.0,2006.0,151
Havok Physics,Shooter,82.33333333333333,2004.0,150
 LithTech Jupiter,Shooter,82.33333333333333,2004.0,150
Microsoft XNA,Platform,83.86666666666666,2015.0,134
Microsoft XNA, Adventure,83.86666666666666,2015.0,134
Microsoft XNA, Indie,83.86666666666666,2015.0,134
MonkeyX,Music,87.88888888888889,2015.0,142
MonkeyX,RPG,87.88888888888889,2015.0,142
MonkeyX, Adventure,87.88888888888889,2015.0,142
MonkeyX, Indie,87.88888888888889,2015.0,142
Starlight,Racing,79.11111111111111,2012.0,140
Starlight, Sport,79.11111111111111,2012.0,140
MonoGame,Platform,74.55555555555556,2020.0,140
MonoGame, Adventure,74.55555555555556,2020.0,140
MonoGame, Indie,74.55555555555556,2020.0,140
Foundation Engine,RPG,72.76923076923077,2020.0,134
Foundation Engine, Adventure,72.76923076923077,2020.0,134
Unreal Engine,Shooter,89.89473684210526,2021.0,129
Unreal Engine 4,Adventure,85.14285714285714,2023.0,137
Unreal Engine 5,Simulator,95.0,2024.0,147
Unreal Engine 5, Strategy,95.0,2024.0,147
Unreal Engine 5, Adventure,95.0,2024.0,147
Unreal Engine 5, Indie,95.0,2024.0,147
Crystal Engine,Shooter,89.83333333333333,2013.0,143
Crystal Engine, Puzzle,89.83333333333333,2013.0,143
Crystal Engine,RPG,89.83333333333333,2013.0,143
Crystal Engine, Adventure,89.83333333333333,2013.0,143
Genome,RPG,80.5,2009.0,146
Genome, Hack and slash/Beat 'em up,80.5,2009.0,146
Dark Alliance Engine,RPG,66.125,2011.0,140
Dark Alliance Engine, Strategy,66.125,2011.0,140
Dark Alliance Engine, Hack and slash/Beat 'em up,66.125,2011.0,140
Dark Alliance Engine, Adventure,66.125,2011.0,140
TW Engine 3,Real Time Strategy (RTS),89.83333333333333,2009.0,142
TW Engine 3, Strategy,89.83333333333333,2009.0,142
TW Engine 3, Turn-based strategy (TBS),89.83333333333333,2009.0,142
TW Engine 3, Tactical,89.83333333333333,2009.0,142
REDengine,Shooter,92.83333333333331,2023.0,139
REDengine,RPG,92.83333333333331,2023.0,139
REDengine, Adventure,92.83333333333331,2023.0,139
Unreal Engine 4,Adventure,74.0,2017.0,133
Unreal Engine 4, Indie,74.0,2017.0,133
Frostbite,Shooter,48.88888888888889,2012.0,138
Slayer,Puzzle,66.66666666666667,2008.0,144
Slayer, Adventure,66.66666666666667,2008.0,144
IW Engine,Shooter,76.88888888888889,2020.0,135
Chrome Engine,Shooter,74.6,2006.0,143
Unreal Engine 4,Adventure,76.4,2020.0,136
FLEDGE Engine,RPG,69.33333333333333,2014.0,133
FLEDGE Engine, Hack and slash/Beat 'em up,69.33333333333333,2014.0,133
Phoenix Engine (Relic),Shooter,78.0,2011.0,137
Phoenix Engine (Relic),RPG,78.0,2011.0,137
Dragon Engine,RPG,85.81818181818181,2017.0,133
Dragon Engine, Adventure,85.81818181818181,2017.0,133
Unreal Engine 4,RPG,85.44444444444444,2018.0,135
Unreal Engine 4, Adventure,85.44444444444444,2018.0,135
Telltale Tool,Point-and-click,76.32352941176471,2017.0,141
Telltale Tool, Adventure,76.32352941176471,2017.0,141
Unreal Engine,Shooter,68.0,2009.0,139
Chrome Engine,Shooter,63.63636363636363,2013.0,132
Chrome Engine,RPG,63.63636363636363,2013.0,132
Chrome Engine, Hack and slash/Beat 'em up,63.63636363636363,2013.0,132
Dragon Engine,RPG,86.0625,2020.0,125
Dragon Engine, Turn-based strategy (TBS),86.0625,2020.0,125
Dragon Engine, Adventure,86.0625,2020.0,125
CryEngine,Shooter,75.0,2013.0,133
CryEngine,RPG,75.0,2013.0,133
CryEngine, Simulator,75.0,2013.0,133
CryEngine, Strategy,75.0,2013.0,133
CryEngine, Adventure,75.0,2013.0,133
Unreal Engine,Shooter,59.14285714285715,2010.0,136
Unreal Engine,RPG,59.14285714285715,2010.0,136
Kinetica,Platform,80.0,2004.0,137
Kinetica, Adventure,80.0,2004.0,137
Treyarch NGL,Platform,74.5,2002.0,136
Treyarch NGL, Adventure,74.5,2002.0,136
Game Maker,Simulator,83.88888888888889,2016.0,131
Game Maker, Adventure,83.88888888888889,2016.0,131
Game Maker, Indie,83.88888888888889,2016.0,131
Game Maker, Visual Novel,83.88888888888889,2016.0,131
Unreal Engine,Platform,69.0,2014.0,138
Unreal Engine, Puzzle,69.0,2014.0,138
Unreal Engine, Adventure,69.0,2014.0,138
Unreal Engine, Indie,69.0,2014.0,138
Unreal Engine 3,Shooter,82.0,2008.0,133
Unreal Engine 3, Strategy,82.0,2008.0,133
Unreal Engine 3, Tactical,82.0,2008.0,133
Custom built engine,Racing,85.0,2010.0,133
Custom built engine, Simulator,85.0,2010.0,133
Custom built engine, Sport,85.0,2010.0,133
Geo-Mod,Shooter,82.16666666666667,2009.0,130
Geo-Mod, Adventure,82.16666666666667,2009.0,130
SCUMM,Point-and-click,82.66666666666667,1993.0,136
SCUMM, Puzzle,82.66666666666667,1993.0,136
SCUMM, Adventure,82.66666666666667,1993.0,136
Unreal Engine 4,Adventure,75.3529411764706,2021.0,120
GameMaker: Studio,Shooter,85.0,2013.0,135
GameMaker: Studio, Platform,85.0,2013.0,135
GameMaker: Studio,RPG,85.0,2013.0,135
GameMaker: Studio, Hack and slash/Beat 'em up,85.0,2013.0,135
GameMaker: Studio, Adventure,85.0,2013.0,135
GameMaker: Studio, Indie,85.0,2013.0,135
Havok Physics,Real Time Strategy (RTS),70.0,2009.0,132
Havok Physics, Strategy,70.0,2009.0,132
id Tech 6,Shooter,71.25,2019.0,123
id Tech 6, Adventure,71.25,2019.0,123
C-Engine,RPG,76.81818181818181,2022.0,124
C-Engine, Adventure,76.81818181818181,2022.0,124
Ego Engine,Racing,84.76923076923077,2015.0,123
Ego Engine, Simulator,84.76923076923077,2015.0,123
Ego Engine, Sport,84.76923076923077,2015.0,123
Ego Engine,Racing,79.0,2009.0,126
Ego Engine, Sport,79.0,2009.0,126
Jedi,Shooter,66.0,1995.0,135
4A Engine,Shooter,83.4,2014.0,126
4A Engine,RPG,83.4,2014.0,126
In-house engine,Shooter,84.0,2011.0,129
Unreal Engine,Shooter,85.75,2006.0,132
Unreal Engine, Tactical,85.75,2006.0,132
Frostbite,Shooter,88.0,2008.0,131
Dark Engine,Shooter,90.0,2000.0,136
Dark Engine, Simulator,90.0,2000.0,136
Dark Engine, Adventure,90.0,2000.0,136
Microsoft XNA,Platform,88.53846153846153,2016.0,119
Microsoft XNA, Puzzle,88.53846153846153,2016.0,119
Microsoft XNA, Adventure,88.53846153846153,2016.0,119
Microsoft XNA, Indie,88.53846153846153,2016.0,119
Unreal Engine,Shooter,74.6,2013.0,129
Clickteam Fusion,Point-and-click,71.66666666666667,2014.0,133
Clickteam Fusion, Simulator,71.66666666666667,2014.0,133
Clickteam Fusion, Strategy,71.66666666666667,2014.0,133
Clickteam Fusion, Indie,71.66666666666667,2014.0,133
Apex,Shooter,69.4,2018.0,118
